condition,description,title,brand,price,product_type,custom_label_0,timestamp
used,Used 2020 GMC Sierra 1500,Pre-Owned 2020 GMC Sierra 1500 SLE Crew Cab,GMC,23313 USD,Truck,Sierra 1500,2024-07-14 23:21:55
used,Used 2022 Ford Edge,Pre-Owned 2022 Ford Edge SEL,Ford,23293 USD,SUV,Edge,2024-07-15 20:29:20
used,Used 2021 Chevrolet Equinox,Pre-Owned 2021 Chevrolet Equinox LT,Chevrolet,23105 USD,SUV,Equinox,2024-03-17 17:39:02
used,Used 2021 Chevrolet Blazer,Pre-Owned 2021 Chevrolet Blazer 3LT,Chevrolet,23067 USD,SUV,Blazer,2024-10-05 21:39:39
used,Used 2016 Chevrolet Suburban,Pre-Owned 2016 Chevrolet Suburban LT,Chevrolet,23000 USD,SUV,Suburban,2024-07-08 09:26:10
used,Used 2018 GMC Sierra 1500,Pre-Owned 2018 GMC Sierra 1500 SLT Crew Cab,GMC,22719 USD,Truck,Sierra 1500,2024-03-24 15:27:18
used,Used 2022 Buick Encore GX,Pre-Owned 2022 Buick Encore GX Preferred,Buick,22606 USD,SUV,Encore GX,2024-11-25 15:44:41
used,Used 2020 Toyota RAV4,Pre-Owned 2020 Toyota RAV4 XLE,Toyota,22556 USD,SUV,RAV4,2024-09-04 22:12:25
used,Used 2021 Chevrolet Equinox,Pre-Owned 2021 Chevrolet Equinox LT,Chevrolet,22233 USD,SUV,Equinox,2024-11-06 15:30:25
used,Used 2020 Ford Edge,Pre-Owned 2020 Ford Edge SEL,Ford,22145 USD,SUV,Edge,2024-03-19 00:17:32
used,Used 2022 GMC Terrain,Pre-Owned 2022 GMC Terrain SLE,GMC,24498 USD,SUV,Terrain,2024-08-13 02:12:59
cpo,CPO 2017 Ford F-150,Pre-Owned 2017 Ford F-150 XLT,Ford,24087 USD,Truck,F-150,2024-04-02 12:03:50
cpo,Used 2016 Chevrolet Silverado 1500,Pre-Owned 2016 Chevrolet Silverado 1500 LTZ 4WD Crew Cab 1435 LTZ w1LZ,Chevrolet,23500 USD,Truck,Silverado 1500,2024-03-16 08:59:59
cpo,Used 2020 GMC Sierra 1500,Pre-Owned 2020 GMC Sierra 1500 SLE Crew Cab,GMC,23313 USD,Truck,Sierra 1500,2024-04-02 08:16:55
cpo,Used 2022 Ford Edge,Pre-Owned 2022 Ford Edge SEL,Ford,23293 USD,SUV,Edge,2024-11-04 01:14:24
cpo,Used 2021 Chevrolet Equinox,Pre-Owned 2021 Chevrolet Equinox LT,Chevrolet,23105 USD,SUV,Equinox,2024-05-22 00:21:16
cpo,Used 2021 Chevrolet Blazer,Pre-Owned 2021 Chevrolet Blazer 3LT,Chevrolet,23067 USD,SUV,Blazer,2024-03-30 12:11:11
cpo,Used 2016 Chevrolet Suburban,Pre-Owned 2016 Chevrolet Suburban LT,Chevrolet,23000 USD,SUV,Suburban,2024-03-30 20:52:49
cpo,Used 2018 GMC Sierra 1500,Pre-Owned 2018 GMC Sierra 1500 SLT Crew Cab,GMC,22719 USD,Truck,Sierra 1500,2024-01-01 13:02:30
cpo,Used 2022 Buick Encore GX,Pre-Owned 2022 Buick Encore GX Preferred,Buick,22606 USD,SUV,Encore GX,2024-05-12 07:55:27
cpo,Used 2020 Toyota RAV4,Pre-Owned 2020 Toyota RAV4 XLE,Toyota,22556 USD,SUV,RAV4,2024-03-06 00:49:44
cpo,Used 2021 Chevrolet Equinox,Pre-Owned 2021 Chevrolet Equinox LT,Chevrolet,22233 USD,SUV,Equinox,2024-04-26 19:07:34
cpo,Used 2020 Ford Edge,Pre-Owned 2020 Ford Edge SEL,Ford,22145 USD,SUV,Edge,2024-04-13 06:52:56
cpo,Used 2022 GMC Terrain,Pre-Owned 2022 GMC Terrain SLE,GMC,24498 USD,SUV,Terrain,2024-06-21 04:10:53
